58 20
p1065 0.34912285 0.49615103 0.69200957 0.43877012 -0.26582733 -0.03347498 0.2575728 0.45983085 0.4146275 -0.09596399 -0.47585568 1.2734919 1.0323659 0.82472163 -0.38542268 1.0323521 -0.053034812 0.98725957 -1.6936723 0.79842794
p1001 0.87917775 0.19432917 -0.38289633 -0.017177558 -0.84765506 0.27170402 0.32721984 -0.13472065 -0.15932067 -0.75198627 0.22135189 0.2910186 0.1096564 -0.10577274 0.5091009 1.2449421 0.1679754 1.113633 -0.60557634 1.005445
p344 -0.27456886 0.06082851 0.31819013 -0.15597147 0.4813597 0.47474438 -0.19042954 0.45688412 -0.2461524 -0.4047582 0.28937247 -0.07190641 -0.40466705 0.69778764 -0.13486153 1.2487755 -0.042891514 0.9030251 -0.6939422 1.2301292
p356 -0.374841 0.041777622 0.3164646 -0.08770242 0.54484195 0.5540085 -0.16486052 0.3460854 -0.33908918 -0.46852925 0.29946008 0.076112926 -0.22110529 0.57196915 -0.2561809 1.3025281 0.04594104 0.87450045 -0.50446147 1.2892505
p286 -0.4400166 -0.18321183 0.3373323 -0.14701319 0.47886747 0.4947171 -0.23937853 0.26496506 -0.24474742 -0.50425506 0.19719285 0.008283932 -0.23870786 0.65567553 -0.16362348 1.2391543 -0.09201051 0.90232027 -0.6278658 1.2857814
p634 0.13502634 -0.015332412 0.48272872 -0.55436885 0.16805612 -0.8946337 -0.47319248 0.7185118 0.20306711 -0.56550527 0.015521409 0.085473545 0.8330963 -0.3862369 0.3144377 0.8104849 0.957298 1.1999798 -0.6016725 1.0917856
p1307 -0.10565969 0.7946532 1.660343 -0.75067145 -0.9867409 0.37795246 -0.497033 -0.37340263 0.19609246 -0.6996308 0.6317669 0.52576524 0.20625696 0.26226664 -0.07868961 0.71058416 0.17563987 1.6317357 -0.33124623 0.48436582
p855 0.2658859 -0.091733284 0.47252035 -0.47666624 0.16361967 -0.9412027 -0.61808664 0.65588516 0.34350687 -0.5684522 0.14981553 0.11330486 0.71963257 -0.25074556 0.28678358 0.774583 1.0501531 1.1443261 -0.6422225 1.1138066
p646 0.21307942 0.011600764 0.47804102 -0.46876565 0.14941144 -0.817341 -0.4698912 0.7134624 0.24961959 -0.60357344 0.07754142 -0.016406195 0.79583555 -0.2841791 0.24514069 0.5735503 1.0610389 1.2184945 -0.66378504 1.2309409
p1322 -0.8293288 0.95036453 0.039087348 -0.17111917 -0.3633627 0.2317137 0.09006362 -0.36877352 1.2360204 0.36124206 0.028633911 0.27691627 0.44155788 0.49202746 1.114948 1.3549572 0.7122274 0.8067052 -0.38018852 1.4137731
p842 0.2016591 -0.057578295 0.49476627 -0.46772996 0.26077467 -0.78192496 -0.4399569 0.64140695 0.34665513 -0.66115737 0.19500938 0.034605816 0.8890398 -0.337353 0.2789356 0.7829526 1.0951079 1.1500049 -0.6888319 1.0400277
p997 0.8938739 0.13387431 -0.28798002 0.042601775 -0.89115065 0.13190928 0.16759191 -0.23768674 -0.06711906 -0.9238991 0.107177265 0.29899156 -0.009438158 -0.0074348985 0.53864616 1.1029403 0.08460984 0.99410105 -0.6407002 1.1628591
p225 -0.49758935 0.24939817 0.30712464 -0.31006622 0.37328213 0.32259554 -0.35268232 0.2693703 -0.4987838 -0.49730602 0.2260325 0.011800029 -0.283229 0.47951683 -0.2630331 1.329887 -0.096303284 0.5844565 -0.8678863 1.313264
p360 -0.35236567 0.13261323 0.32653144 -0.03930182 0.47497576 0.34358007 -0.4985918 0.27518097 -0.4931996 -0.40224424 0.33078492 0.124158025 -0.29295477 0.64187944 -0.019510373 1.26857 -0.15703213 0.7899789 -0.6612301 1.2918946
p1319 -0.837818 0.98689127 0.005730229 -0.20424688 -0.33312428 0.1801958 0.16675766 -0.54082334 1.1563541 0.48096228 -0.077481985 0.22597694 0.34903902 0.34405863 0.9199659 1.1548959 0.68420196 0.94679993 -0.5114821 1.6160542
p466 -0.9020594 -0.108547494 0.28709233 0.41219 -0.8623692 -0.75389737 0.65984124 0.48065704 0.094549544 -0.40870056 0.9121098 0.5365292 -0.07811149 0.12819912 0.013414515 0.7367295 0.11318867 1.1304624 -0.6385358 0.94284606
p306 -0.4091945 0.024039619 0.28309128 -0.15764017 0.48504767 0.61458033 -0.22313379 0.41211388 -0.34346431 -0.44488868 0.36539543 -0.0066176853 -0.1425875 0.6089831 -0.109692045 1.2138585 -0.10734887 0.88346636 -0.6756997 1.2624985
p346 -0.3188268 0.0076917373 0.30018386 -0.15870526 0.58704823 0.4186158 -0.18788053 0.21624427 -0.26612157 -0.47039378 0.34288412 -0.0057883067 -0.27094498 0.65049356 -0.20724633 1.3187262 -0.041647576 0.8798322 -0.6555692 1.2175081
p1248 -0.09363513 0.76403874 1.6786484 -0.7220961 -0.9658971 0.5598243 -0.2851015 -0.24294588 0.12093664 -0.53925765 0.61102223 0.44904044 0.14289723 0.13295119 -0.13329881 0.70506626 0.32552218 1.8249176 -0.41185018 0.41338184
p1246 0.005341039 0.6063324 1.7417727 -0.6090987 -0.80210525 0.34674454 -0.4269092 -0.51537323 0.28380004 -0.6436201 0.6751728 0.5392099 0.18202604 0.23735958 -0.042156108 0.816562 0.14897315 1.801971 -0.25969052 0.3988748
p991 0.74545324 0.18877372 -0.33017752 -0.030434662 -0.9355691 0.14188051 0.086408265 -0.13407494 -0.1477467 -0.8232139 0.1184824 0.29767284 0.07018672 -0.21159229 0.6529547 1.3724041 -0.03382881 0.974754 -0.7670285 0.9120395
p1309 -0.039411586 0.8181909 1.7175854 -0.7018463 -0.9388743 0.3372508 -0.46521723 -0.34978303 0.17146029 -0.6377449 0.61228865 0.48019016 0.117298014 0.24277982 -0.0025010628 0.71320164 0.12560552 1.7070569 -0.3825361 0.45267123
p1163 0.30079308 0.43885493 0.6373751 0.46474284 -0.40507787 -0.038998734 0.14985502 0.5168255 0.3013588 -0.07095852 -0.47733605 1.3616376 1.1185881 0.96043915 -0.40699443 1.17044 0.07675984 0.95419794 -1.4383342 0.7665078
p268 -0.41534665 0.11249875 0.36801493 -0.268265 0.44528636 0.33789906 -0.35310227 0.22939463 -0.47798422 -0.6595247 0.37544125 0.094093725 -0.16473155 0.8335242 0.037755605 1.3366797 0.02422144 0.5155251 -0.75233704 1.2007785
p899 0.62422615 0.088773474 -0.17171651 0.2567969 -0.8316992 0.4081074 0.2058857 -0.14247568 -0.22694388 -1.1508551 -0.04844073 0.5054071 0.2508992 -0.21307914 0.6737509 1.2237217 0.18133377 0.9520857 -0.35776365 1.1033581
p901 0.6436594 -0.026826316 -0.184661 0.16107933 -0.93833363 0.41209966 0.28853413 -0.1329461 0.09212839 -1.18944 -0.12100321 0.27401 -0.019747414 -0.18252146 0.43822205 1.2553645 0.3749984 0.92985344 -0.6630651 0.9754571
p999 0.77064735 0.07749263 -0.31907618 -0.054333445 -0.9563202 0.3347423 0.20169014 -0.15202537 -0.072904736 -0.95395803 0.15113232 0.46300662 0.10091081 -0.1685246 0.4516908 1.1643698 0.20032276 0.8477081 -0.6079359 1.1685331
p1098 0.39369112 0.46350336 0.6536131 0.47411257 -0.27194512 -0.053882807 0.31188405 0.4547131 0.2623048 0.012202925 -0.52958846 1.3941485 1.0619941 0.9349066 -0.4277871 0.95715004 -0.0061520957 1.1509588 -1.3741546 0.959529
p1096 0.2912013 0.35144216 0.5840582 0.4348483 -0.53769714 -0.047558513 0.040467698 0.42228794 0.29327387 -0.00239635 -0.46351764 1.2868198 1.1045005 1.0216544 -0.49209222 0.9718252 0.09361663 0.94313353 -1.636818 0.9085122
p994 0.713858 0.02785339 -0.35792923 0.009653135 -1.0450735 0.31712753 0.117726155 -0.1715174 -0.121255726 -0.93323475 0.1007258 0.3643677 0.15171403 -0.10757399 0.42529574 1.1716464 0.21094055 0.90417147 -0.5873939 1.142396
p972 0.7345938 0.17403337 -0.34291267 0.037641134 -1.0383893 0.33782673 0.14281365 -0.038717274 -0.11615993 -0.91754717 0.056629255 0.34093785 0.09088399 -0.18799625 0.40408495 1.1469779 0.14966503 0.9412148 -0.55798274 1.1888105
p1317 -0.86160827 0.8883525 0.08740428 0.09756905 -0.42504758 0.14337595 -0.21553765 -0.53469074 1.2868546 0.35985968 -0.1329908 0.27561736 0.23106635 0.3962433 1.0031244 1.2078358 0.6849083 0.85603 -0.47507885 1.5807893
p1323 -0.8223794 1.0283846 0.0251165 -0.17979184 -0.49055445 0.15746862 0.07427449 -0.3674483 1.1162359 0.31834897 -0.09960085 0.23986302 0.46274376 0.6529449 1.0403033 1.1066365 0.6936272 0.7791104 -0.24796866 1.7150315
p468 -0.8605926 0.105387114 0.33302304 0.47954327 -0.73418295 -0.8003195 0.73632145 0.40928125 0.031546526 -0.5826695 1.0042119 0.4580537 0.12108824 0.16573316 0.067160375 0.7332956 0.05493718 1.0420734 -0.578542 0.94447327
p493 -0.9030894 0.080368675 0.34249982 0.46585512 -0.7522232 -0.70110434 0.66932774 0.45191044 0.06351615 -0.5739078 1.0339967 0.5833696 0.048002433 0.032368578 0.04544817 0.75714755 0.14005919 0.94031155 -0.67256063 0.92439604
p475 -0.805663 0.020899247 0.37744296 0.28819096 -0.5596842 -0.7715753 0.84590524 0.30251625 0.052487846 -0.56633186 1.1804117 0.65966624 0.11580214 0.100569814 0.20803712 0.73197824 0.038395707 0.9200301 -0.7360037 0.91073716
p398 -0.8854325 0.040759437 0.30765924 0.8652895 -0.7494294 -0.54815435 0.39565456 0.42791834 0.20642337 -0.61848253 1.240806 0.38971478 0.2749152 0.048114225 0.06012188 0.68409455 0.03280409 1.0331051 -0.67542714 0.89445525
p400 -0.68783396 0.37706342 0.32870227 0.77885747 -0.6723572 -0.7964918 0.5785653 0.51447034 0.13328244 -0.52456886 1.181888 0.45428824 -0.049173716 0.06820202 -0.041272134 0.94591117 0.22768839 1.0110224 -0.5569868 0.7736217
p227 -0.48418862 0.13452135 0.20769449 -0.19809423 0.2201548 0.34331828 -0.46155682 0.19778892 -0.5890083 -0.46430716 0.39060155 -0.16742758 -0.07793225 0.79488885 -0.2704899 1.4030225 0.16001895 0.57792634 -0.80077046 1.1850545
p120 -0.24833205 0.12599756 0.19878364 -0.3429349 0.43172875 0.33838692 -0.2369017 0.4607911 -0.047832362 -0.5379321 0.4502649 -0.13373548 0.040064022 0.7318541 -0.36565134 1.4646192 -0.4612441 0.7477627 -0.33258957 1.3293906
p122 -0.21239442 -0.12335126 0.15914176 -0.3749718 0.40519294 0.56891024 -0.39947423 0.41310132 0.07251529 -0.34828207 0.7101919 0.17728715 -0.21323302 0.58464366 -0.42779592 1.3724662 -0.14834183 0.62789136 -0.6348643 1.3220882
p266 -0.41745308 -0.026250863 0.25031507 -0.16313408 0.44175655 0.5019005 -0.2878627 0.36702082 -0.23692393 -0.46494964 0.28711113 -0.023273012 -0.23930998 0.6203204 -0.27170828 1.3532933 -0.060349442 0.8931361 -0.6139106 1.2068465
p551 0.18318182 -0.24308738 0.4715987 -0.49599826 0.119552135 -0.60873145 -0.6685081 0.9750187 0.2834011 -0.378468 0.17005706 0.17831339 0.7649364 -0.3505455 0.6881557 0.49267757 0.79256684 1.3503392 -0.7681342 1.1414353
p553 0.25500837 -0.12390497 0.36686754 -0.4529432 0.17774549 -0.6650141 -0.5942792 0.76253074 -0.03208413 -0.2177177 0.33594736 0.37514353 0.8408161 -0.30092126 0.44087338 0.57733077 1.1811038 1.3450885 -0.51488847 1.211937
p845 0.22235957 -0.040576134 0.4661129 -0.50665766 0.09715095 -0.7575365 -0.5002798 0.89828306 0.21932854 -0.5902887 0.15783139 0.09908631 0.8724716 -0.14362532 0.4261249 0.71718276 1.0748777 1.1731852 -0.4929295 1.0926478
p624 0.22899437 -0.0013061729 0.442128 -0.32761183 0.11411396 -0.7803356 -0.62589014 0.8318037 0.22326112 -0.50537485 0.1479355 0.0036795125 0.8564272 -0.24829364 0.3671517 0.731543 1.0154626 1.278567 -0.54647535 1.0868012
